Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Barley,Samoyed,"(42.36594913, -71.09701705)",42.36594913,-71.09701705,The Port
Barnaby,Standard Poodle,"(42.39810099, -71.13591598)",42.39810099,-71.13591598,North Cambridge
Barnaby,French Bulldog,"(42.3745911, -71.10460514)",42.3745911,-71.10460514,Mid-Cambridge
Barney,West Highland White Terrier,"(42.38299215, -71.13580779)",42.38299215,-71.13580779,West Cambridge
Barney,Terrier Mix,"(42.39971068, -71.1407734)",42.39971068,-71.1407734,North Cambridge
Barney,Australian Shepherd,"(42.39455839, -71.13554236)",42.39455839,-71.13554236,North Cambridge
Barney,Golden Retriever,"(42.39016478, -71.12861935)",42.39016478,-71.12861935,Neighborhood Nine
Barney,Dachshund Mix,"(42.3996814, -71.13461809)",42.3996814,-71.13461809,North Cambridge
Barney,Labrador Retriever,"(42.38347412, -71.12977007)",42.38347412,-71.12977007,Neighborhood Nine
Barney,Dachshund,"(42.39988406, -71.13425328)",42.39988406,-71.13425328,North Cambridge
Barnicle,Terrier Mix,"(42.3754115, -71.15077652)",42.3754115,-71.15077652,Strawberry Hill
Barnum,Cocker Spaniel,"(42.3919565, -71.14538727)",42.3919565,-71.14538727,Cambridge Highlands
Bartok,Labrador Mix,"(42.35948096, -71.08396619)",42.35948096,-71.08396619,Area 2/MIT
Basil,Border Collie,"(42.39394214, -71.14201101)",42.39394214,-71.14201101,North Cambridge
Bassam,,"(42.36442556, -71.07775277)",42.36442556,-71.07775277,East Cambridge
Baxter,Labrador Retriever Mix,"(42.39352279, -71.13088193)",42.39352279,-71.13088193,North Cambridge
Baxter,HAVANESE,"(42.37196034, -71.07447845)",42.37196034,-71.07447845,East Cambridge
Baxter,Labrador Retriever,"(42.37917733, -71.1516241)",42.37917733,-71.1516241,Strawberry Hill
Baxter,Golden Doodle,"(42.37449604, -71.13119685)",42.37449604,-71.13119685,West Cambridge
Baxter,Golden Doodle,"(42.38069053, -71.14405644)",42.38069053,-71.14405644,West Cambridge
Baxter,Siberian Husky,"(42.35570256, -71.10876384)",42.35570256,-71.10876384,Cambridgeport
Baxter,Beagle,"(42.38488734, -71.13171431)",42.38488734,-71.13171431,Neighborhood Nine
Baxter,Labrador Retriever,"(42.39863916, -71.139743)",42.39863916,-71.139743,North Cambridge
Baxter,Boxer,"(42.36662676, -71.11063929)",42.36662676,-71.11063929,Riverside
Baxter,Miniature Poodle,"(42.37649924, -71.14137855)",42.37649924,-71.14137855,West Cambridge
Baxter,Boxer,"(42.3740976, -71.09805577)",42.3740976,-71.09805577,Wellington-Harrington
Baxter,Beagle,"(42.3697984, -71.1240634)",42.3697984,-71.1240634,West Cambridge
Baxter (Bagle),Beagle,"(42.38999345, -71.14365395)",42.38999345,-71.14365395,Cambridge Highlands
Bay,Pit,"(42.36038158, -71.10637928)",42.36038158,-71.10637928,Cambridgeport
Baylee,Labrador Retriever Mix,"(42.38969168, -71.13837081)",42.38969168,-71.13837081,Neighborhood Nine
Baylee,Border Collie,"(42.39181241, -71.14674649)",42.39181241,-71.14674649,Cambridge Highlands
Bayles,German Shepherd,"(42.37966746, -71.14271945)",42.37966746,-71.14271945,West Cambridge
Bayou,Catahoula,"(42.37894962, -71.12328647)",42.37894962,-71.12328647,West Cambridge
Bazel,Keesehound,"(42.37970152, -71.1240846)",42.37970152,-71.1240846,Neighborhood Nine
Bea,Pug,"(42.37295459, -71.11046297)",42.37295459,-71.11046297,Mid-Cambridge
Beagle,Beagle,"(42.38416024, -71.12515052)",42.38416024,-71.12515052,Neighborhood Nine
Beale,Beagle,"(42.3861385, -71.13175036)",42.3861385,-71.13175036,Neighborhood Nine
Beamer,Golden Retriever,"(42.38874519, -71.14373021)",42.38874519,-71.14373021,Cambridge Highlands
Beamer,Pit Bull,"(42.35882817, -71.10717193)",42.35882817,-71.10717193,Cambridgeport
Beans,Lab / Shep,"(42.38013551, -71.1205035)",42.38013551,-71.1205035,Neighborhood Nine
Bear,Labrador Retriever,"(42.37720532, -71.13280364)",42.37720532,-71.13280364,West Cambridge
Bear,Hound,"(42.38567612, -71.1319864)",42.38567612,-71.1319864,Neighborhood Nine
Bear,Yorkshier Terrier,"(42.38123917, -71.12008472)",42.38123917,-71.12008472,Neighborhood Nine
Bear,Miniature Poodle,"(42.38466901, -71.13853131)",42.38466901,-71.13853131,West Cambridge
Bear,Mix,"(42.38245245, -71.13737408)",42.38245245,-71.13737408,West Cambridge
Bear,Chihuahua,"(42.36902985, -71.10535737)",42.36902985,-71.10535737,Mid-Cambridge
Bear,Bernese Mountain Dog,"(42.38214969, -71.11503428)",42.38214969,-71.11503428,Agassiz
Bear,Schnoodle,"(42.38017683, -71.12526176)",42.38017683,-71.12526176,Neighborhood Nine
Bear,Labrador Retriever Mix,"(42.37988158, -71.1443461)",42.37988158,-71.1443461,West Cambridge
Beasley,Border Collie,"(42.37125433, -71.08427778)",42.37125433,-71.08427778,East Cambridge
Beasley,Beagle,"(42.39553822, -71.1355942)",42.39553822,-71.1355942,North Cambridge
Beatrice,Golden Retriever,"(42.38540934, -71.13016289)",42.38540934,-71.13016289,Neighborhood Nine
Beatrice,Boxer Mix,"(42.3733287, -71.07826634)",42.3733287,-71.07826634,East Cambridge
Beatrice,Mix,"(42.37087312, -71.11014779)",42.37087312,-71.11014779,Mid-Cambridge
Beatrix,Schnoodle,"(42.39017924, -71.14372758)",42.39017924,-71.14372758,Cambridge Highlands
Beau,Golden Retriever,"(42.37448336, -71.14193853)",42.37448336,-71.14193853,West Cambridge
Beau,Bernese & Border Mix,"(42.39129978, -71.13858557)",42.39129978,-71.13858557,Neighborhood Nine
Beau,Chihuahua,"(42.36001973, -71.11103694)",42.36001973,-71.11103694,Cambridgeport
Beau,Shih Tzu,"(42.36581905, -71.09266038)",42.36581905,-71.09266038,The Port
Beau,Hound,"(42.3951342, -71.13182308)",42.3951342,-71.13182308,North Cambridge
Beau,Bernese Mountain Dog,"(42.37658617, -71.13254555)",42.37658617,-71.13254555,West Cambridge
Beau,Labrador Retriever,"(42.38760355, -71.13704784)",42.38760355,-71.13704784,Neighborhood Nine
Beau,German Shepherd,"(42.3670241, -71.10380474)",42.3670241,-71.10380474,Mid-Cambridge
Beau,Cavalier King Charles Spaniel,"(42.37810512, -71.11005757)",42.37810512,-71.11005757,Agassiz
Beaucoup,Mix,"(42.36537763, -71.11163384)",42.36537763,-71.11163384,Riverside
Beau Green,Standard Poodle,"(42.36890638, -71.09203774)",42.36890638,-71.09203774,Wellington-Harrington
Beau Kirpalani,Golden Doodle Mini,"(42.38246316, -71.11551324)",42.38246316,-71.11551324,Agassiz
Beba,Pekingese Mix,"(42.35942454, -71.10566207)",42.35942454,-71.10566207,Cambridgeport
Bebe,Chihuahua,"(42.37130048, -71.07990563)",42.37130048,-71.07990563,East Cambridge
Beckett,Carolina Dog,"(42.37053674, -71.10723795)",42.37053674,-71.10723795,Mid-Cambridge
Becky,Chihuahua,"(42.37923311, -71.15175527)",42.37923311,-71.15175527,Strawberry Hill
Becky,Affenpinscher,"(42.39031097, -71.12741903)",42.39031097,-71.12741903,Neighborhood Nine
Becky,,"(42.39144142, -71.14662987)",42.39144142,-71.14662987,Cambridge Highlands
Bee,Maltese,"(42.36759438, -71.09823929)",42.36759438,-71.09823929,The Port
Bee,Labrador Retriever,"(42.37160822, -71.08239196)",42.37160822,-71.08239196,East Cambridge
Beemo,Dachshund,"(42.37005142, -71.11051033)",42.37005142,-71.11051033,Mid-Cambridge
Beethoven,Peekapoo,"(42.36667219, -71.09540044)",42.36667219,-71.09540044,The Port
Beezus,Shi Tsu / Terrier / Mix,"(42.38714672, -71.11903876)",42.38714672,-71.11903876,Agassiz
Behr,Labrador Retriver,"(42.39264893, -71.13350216)",42.39264893,-71.13350216,North Cambridge
Bekka,Toy Poodle,"(42.37482594, -71.12983296)",42.37482594,-71.12983296,West Cambridge
Bela,Vizsla,"(42.3839137, -71.12072616)",42.3839137,-71.12072616,Neighborhood Nine
Belinda,Labradoodle,"(42.3851757, -71.13837799)",42.3851757,-71.13837799,Neighborhood Nine
Bella,Maltese,"(42.36644606, -71.09538168)",42.36644606,-71.09538168,The Port
Bella,Chihuahua,"(42.39648861, -71.13325211)",42.39648861,-71.13325211,North Cambridge
Bella,German Shepherd,"(42.37909619, -71.1199734)",42.37909619,-71.1199734,Neighborhood Nine
Bella,German Shepherd,"(42.37903525, -71.12038953)",42.37903525,-71.12038953,Neighborhood Nine
Bella,Golden Doodle,"(42.36691399, -71.11020574)",42.36691399,-71.11020574,Riverside
Bella,Labrabor Retriever,"(42.37025997, -71.07198737)",42.37025997,-71.07198737,East Cambridge
Bella,Miniature Schnauzer,"(42.35715312, -71.11075242)",42.35715312,-71.11075242,Cambridgeport
Bella,Yorkiepoo,"(42.36602919, -71.09344666)",42.36602919,-71.09344666,The Port
Bella,Great Pyrenees,"(42.36895321, -71.07127058)",42.36895321,-71.07127058,East Cambridge
Bella,Chow,"(42.37640958, -71.10507825)",42.37640958,-71.10507825,Mid-Cambridge
Bella,Poodle,"(42.37514312, -71.12989514)",42.37514312,-71.12989514,West Cambridge
Bella,West Highland White Terrier,"(42.39544178, -71.14273596)",42.39544178,-71.14273596,North Cambridge
Bella,Labrador Retriever,"(42.37175053, -71.07859472)",42.37175053,-71.07859472,East Cambridge
Bella,Dalmation,"(42.37979107, -71.1550985)",42.37979107,-71.1550985,Strawberry Hill
Bella,Maltese,"(42.3558983, -71.10715208)",42.3558983,-71.10715208,Cambridgeport
Bella,Maltese Shih Tzu,"(42.35603004, -71.1060487)",42.35603004,-71.1060487,Cambridgeport
Bella,Terrier,"(42.38900723, -71.12518204)",42.38900723,-71.12518204,North Cambridge
Bella,Cocker Spaniel,"(42.37178585, -71.08151591)",42.37178585,-71.08151591,East Cambridge
Bella,Yorksire Terrier,"(42.37382728, -71.096786)",42.37382728,-71.096786,Wellington-Harrington
Bella,Yorkie Terrier,"(42.37418184, -71.09247944)",42.37418184,-71.09247944,Wellington-Harrington
Bella,Labradoddle,"(42.37483629, -71.12997603)",42.37483629,-71.12997603,West Cambridge
Bella,Pomeranian,"(42.3898359, -71.13932574)",42.3898359,-71.13932574,Neighborhood Nine
Bella,Hound Mix,"(42.38600929, -71.1226729)",42.38600929,-71.1226729,Neighborhood Nine
Bella,Schnoodle,"(42.35571014, -71.11104329)",42.35571014,-71.11104329,Cambridgeport
Bella,Labrador Retriever,"(42.38603649, -71.1167619)",42.38603649,-71.1167619,Agassiz
Bella,Shep,"(42.38205098, -71.1144695)",42.38205098,-71.1144695,Agassiz
Bella,Beagle,"(42.37009903, -71.10102103)",42.37009903,-71.10102103,Mid-Cambridge
Bella,Golden Doodle,"(42.38285513, -71.14270591)",42.38285513,-71.14270591,West Cambridge
Bella,German Shepard,"(42.38007089, -71.14043119)",42.38007089,-71.14043119,West Cambridge
Bella,Chihuahua,"(42.39883021, -71.13678283)",42.39883021,-71.13678283,North Cambridge
Bella,Yorkie Terrier,"(42.36470602, -71.10412733)",42.36470602,-71.10412733,Cambridgeport
Bella,Pit Bull,"(42.37038663, -71.07973415)",42.37038663,-71.07973415,East Cambridge
Bella,Maltese,"(42.36257427, -71.11206169)",42.36257427,-71.11206169,Cambridgeport
Bella,Hound,"(42.38367216, -71.12909845)",42.38367216,-71.12909845,Neighborhood Nine
Bella,Goldendoodle,"(42.3734184, -71.08738112)",42.3734184,-71.08738112,Wellington-Harrington
Bella,Cairn Terrier,"(42.37627495, -71.13095703)",42.37627495,-71.13095703,West Cambridge
Bella,Yorksire Terrier,"(42.39807183, -71.13470546)",42.39807183,-71.13470546,North Cambridge
Bella,Dachshund,"(42.3685997, -71.08185014)",42.3685997,-71.08185014,East Cambridge
Bella,Pug,"(42.37990323, -71.1366659)",42.37990323,-71.1366659,West Cambridge
Bella,Maltese,"(42.38173067, -71.13740527)",42.38173067,-71.13740527,West Cambridge
Bella,Australian Shepherd,"(42.36013281, -71.1086822)",42.36013281,-71.1086822,Cambridgeport
Bella,Pit Bull,"(42.37138156, -71.08942021)",42.37138156,-71.08942021,Wellington-Harrington
Bella,German Shorthair Pointer,"(42.37023286, -71.07420567)",42.37023286,-71.07420567,East Cambridge
Bella,Chihuahua,"(42.386637, -71.13047546)",42.386637,-71.13047546,Neighborhood Nine
Bella,Labradoddle,"(42.37644137, -71.11177528)",42.37644137,-71.11177528,Mid-Cambridge
Bella,Bulldog,"(42.37242847, -71.1015862)",42.37242847,-71.1015862,Mid-Cambridge
Bella,Scottish Terrier,"(42.38468071, -71.12249715)",42.38468071,-71.12249715,Neighborhood Nine
Bella,Toy Poodle,"(42.39135497, -71.12279518)",42.39135497,-71.12279518,North Cambridge
Bella,Bernese Mountain Dog,"(42.37082248, -71.12059941)",42.37082248,-71.12059941,Riverside
Bella,Italian Greyhould,"(42.36427206, -71.10398986)",42.36427206,-71.10398986,Cambridgeport
Bella,Beagle,"(42.37481019, -71.1255541)",42.37481019,-71.1255541,West Cambridge
Bella Benson,Lab,"(42.38301813, -71.13375268)",42.38301813,-71.13375268,Neighborhood Nine
Bella Pezze,Boston Terrier,"(42.37314975, -71.08070893)",42.37314975,-71.08070893,East Cambridge
Belle,Labrador Retriever Mix,"(42.3710756, -71.08184346)",42.3710756,-71.08184346,East Cambridge
Belle,Labrador Retriever,"(42.38136504, -71.1208325)",42.38136504,-71.1208325,Neighborhood Nine
Belle,Husky,"(42.36049658, -71.11034249)",42.36049658,-71.11034249,Cambridgeport
Belle,Pomeranian,"(42.36362187, -71.10606606)",42.36362187,-71.10606606,Cambridgeport
Belle,Dachshund,"(42.39026459, -71.12561845)",42.39026459,-71.12561845,North Cambridge
Belle,Lab Mix,"(42.37133675, -71.09102976)",42.37133675,-71.09102976,Wellington-Harrington
Belle,Cocker Span Mix,"(42.38333875, -71.12629734)",42.38333875,-71.12629734,Neighborhood Nine
Belle,Hound,"(42.39071915, -71.12525391)",42.39071915,-71.12525391,North Cambridge
Bellina,Italian Grey Hound,"(42.38687658, -71.12937351)",42.38687658,-71.12937351,Neighborhood Nine
Bellman Ford,Goldedoodle,"(42.35574925, -71.11058386)",42.35574925,-71.11058386,Cambridgeport
Belmont,Beagle,"(42.37944065, -71.14510419)",42.37944065,-71.14510419,West Cambridge
Ben,Border Collie,"(42.37167296, -71.08330573)",42.37167296,-71.08330573,East Cambridge
Ben,Miniature Poodle,"(42.37413351, -71.12509239)",42.37413351,-71.12509239,West Cambridge
Ben,Standard Poodle,"(42.39280695, -71.14637769)",42.39280695,-71.14637769,Cambridge Highlands
Ben,Border Collie,"(42.35993202, -71.10717413)",42.35993202,-71.10717413,Cambridgeport
Ben Alan Donatello,Poodle,"(42.39105539, -71.14609992)",42.39105539,-71.14609992,Cambridge Highlands
Benji,Entlebucher Sennenhund,"(42.38483482, -71.12161658)",42.38483482,-71.12161658,Neighborhood Nine
Benji,Schnauzer,"(42.39715857, -71.13323572)",42.39715857,-71.13323572,North Cambridge
Benji,Soft Coated Wheaten Terrier,"(42.37815622, -71.12535391)",42.37815622,-71.12535391,West Cambridge
Benji,Soft C.Wheaton Ter,"(42.37956077, -71.12458648)",42.37956077,-71.12458648,West Cambridge
Benjy,English Shepherd,"(42.38143326, -71.1131246)",42.38143326,-71.1131246,Agassiz
Bennie,Yorkiepoo,"(42.36467539, -71.09275698)",42.36467539,-71.09275698,The Port
Benny,Dachshund,"(42.36944159, -71.09733126)",42.36944159,-71.09733126,The Port
Benny,Labrador Retriever,"(42.38323757, -71.12135151)",42.38323757,-71.12135151,Neighborhood Nine
Benny,Beagle,"(42.38655992, -71.13579502)",42.38655992,-71.13579502,Neighborhood Nine
Benny,Cocker Spaniel,"(42.36812386, -71.10507994)",42.36812386,-71.10507994,Mid-Cambridge
Benny,Yorkshire Terrier,"(42.37196963, -71.1094147)",42.37196963,-71.1094147,Mid-Cambridge
Benny,Bichon Frise,"(42.38214629, -71.11467283)",42.38214629,-71.11467283,Agassiz
Benson,Plott Hound Mix,"(42.3727769, -71.08179533)",42.3727769,-71.08179533,East Cambridge
Bentley,Pointer,"(42.39739506, -71.13160463)",42.39739506,-71.13160463,North Cambridge
Bentley,Sheltie,"(42.36979866, -71.10432253)",42.36979866,-71.10432253,Mid-Cambridge
Bentley,,"(42.3702014, -71.07428005)",42.3702014,-71.07428005,East Cambridge
Bentley,Black Lab Mix,"(42.37122624, -71.07376893)",42.37122624,-71.07376893,East Cambridge
Bentley,Terrier,"(42.36755593, -71.10653478)",42.36755593,-71.10653478,Mid-Cambridge
Bentley,Chihuaha,"(42.35827074, -71.11131531)",42.35827074,-71.11131531,Cambridgeport
Bentley,Lab Mix,"(42.36109485, -71.10872468)",42.36109485,-71.10872468,Cambridgeport
Bentley,Yorksire Terrier,"(42.37370375, -71.09111099)",42.37370375,-71.09111099,Wellington-Harrington
Bently,Shih Tzu,"(42.38929508, -71.1257126)",42.38929508,-71.1257126,Neighborhood Nine
Benton,Boxer American Bldog,"(42.40025135, -71.15266783)",42.40025135,-71.15266783,North Cambridge
Benyo,Spaniel,"(42.36931128, -71.09440296)",42.36931128,-71.09440296,Wellington-Harrington
Benzo,Dachshund,"(42.39154679, -71.12526005)",42.39154679,-71.12526005,North Cambridge
Benzoe,Dachshund,"(42.3903553, -71.12624981)",42.3903553,-71.12624981,North Cambridge
Bergthor,Mastiff,"(42.37891431, -71.11088673)",42.37891431,-71.11088673,Agassiz
Berkeley,Golden Doodle,"(42.3708859, -71.12296795)",42.3708859,-71.12296795,West Cambridge
Berkeley,Black Labrador Mix,"(42.38337259, -71.14250251)",42.38337259,-71.14250251,West Cambridge
Berkeley,Golden Retriever,"(42.3823349, -71.11444459)",42.3823349,-71.11444459,Agassiz
Bernadette,Terrier,"(42.38090032, -71.12849715)",42.38090032,-71.12849715,West Cambridge
Bernadette,Airedale,"(42.38660361, -71.13988108)",42.38660361,-71.13988108,Neighborhood Nine
Bernie,LABRADOODLE,"(42.3696828, -71.09903765)",42.3696828,-71.09903765,The Port
Bernie,Labrador Retriever,"(42.3788069, -71.12242078)",42.3788069,-71.12242078,Neighborhood Nine
Bernie Mcdonough,Labrador Retriever Mix,"(42.36785201, -71.09135537)",42.36785201,-71.09135537,Wellington-Harrington
Berry,Lhasa Apso,"(42.38876101, -71.1292626)",42.38876101,-71.1292626,Neighborhood Nine
Bert,Cairn Terrier,"(42.38088301, -71.1234255)",42.38088301,-71.1234255,Neighborhood Nine
Bertie,Bichon Frise,"(42.38356296, -71.12421763)",42.38356296,-71.12421763,Neighborhood Nine
Beskow,Basenji,"(42.3970596, -71.12786495)",42.3970596,-71.12786495,North Cambridge
Bess,Brittany Spaniel,"(42.37106223, -71.10593913)",42.37106223,-71.10593913,Mid-Cambridge
Bessie,BEAGLE,"(42.37182019, -71.07632052)",42.37182019,-71.07632052,East Cambridge
Bessie,Cockapoo,"(42.38182859, -71.13744527)",42.38182859,-71.13744527,West Cambridge
Betsy,Affenpinscher,"(42.38003949, -71.12804266)",42.38003949,-71.12804266,Neighborhood Nine
Betty,Bichon Frise,"(42.36000875, -71.11295545)",42.36000875,-71.11295545,Cambridgeport
Betty,Labrador Retriever Mix,"(42.37057123, -71.09993882)",42.37057123,-71.09993882,The Port
Betty,Cockapoo Mix,"(42.38380117, -71.13591167)",42.38380117,-71.13591167,Neighborhood Nine
Betty,Beagle Mix,"(42.39379741, -71.12778068)",42.39379741,-71.12778068,North Cambridge
Betty White-Paws (Betty),Austrailian Labradoodle,"(42.38932991, -71.13228772)",42.38932991,-71.13228772,Neighborhood Nine
Bhindy,Border Collie,"(42.37894859, -71.1287817)",42.37894859,-71.1287817,West Cambridge
Bianca,,"(42.38125898, -71.14115743)",42.38125898,-71.14115743,West Cambridge
Bib,Cockerpoo,"(42.38131536, -71.11067801)",42.38131536,-71.11067801,Agassiz
Biba,Shih Tzu,"(42.38034477, -71.11579339)",42.38034477,-71.11579339,Agassiz
Biddie,Pomeranian,"(42.3699795, -71.11041187)",42.3699795,-71.11041187,Mid-Cambridge
Biggie,Pug,"(42.37409256, -71.11004069)",42.37409256,-71.11004069,Mid-Cambridge
Bigsby,Miniature Poodle,"(42.35644981, -71.10795075)",42.35644981,-71.10795075,Cambridgeport
Bijou,Terrier,"(42.39029239, -71.1292394)",42.39029239,-71.1292394,North Cambridge
Biko,Vizsla,"(42.35731714, -71.09557473)",42.35731714,-71.09557473,Area 2/MIT
Bill,Ret,"(42.35704406, -71.10837923)",42.35704406,-71.10837923,Cambridgeport
Billie,Red Tick Coon Hound,"(42.37335273, -71.09152981)",42.37335273,-71.09152981,Wellington-Harrington
Billie,Australian Cattle Dog,"(42.38570969, -71.12614361)",42.38570969,-71.12614361,Neighborhood Nine
Bindi,Spaniel Mix,"(42.37886352, -71.14006097)",42.37886352,-71.14006097,West Cambridge
Bingo,Jack Russell Terrier Mix,"(42.39481877, -71.13178006)",42.39481877,-71.13178006,North Cambridge
Bingo,Chihuahua,"(42.36942796, -71.09843769)",42.36942796,-71.09843769,The Port
Bingo,Chihuahua,"(42.36923111, -71.09406235)",42.36923111,-71.09406235,Wellington-Harrington
Bingo Lindauer-Cohen,Golden Retriever,"(42.38213578, -71.13540369)",42.38213578,-71.13540369,West Cambridge
Bion,Wheaton Terrier,"(42.38223549, -71.13558629)",42.38223549,-71.13558629,West Cambridge
Birdie,,"(42.36854081, -71.08047829)",42.36854081,-71.08047829,East Cambridge
Birdie,Lab Retriever,"(42.37344583, -71.12493267)",42.37344583,-71.12493267,West Cambridge
Birdie,Mix,"(42.37977457, -71.13213248)",42.37977457,-71.13213248,West Cambridge
Birdie,Terrier Mix,"(42.36776177, -71.0804057)",42.36776177,-71.0804057,East Cambridge
Birdie,Labrador Retriever Mix,"(42.36935738, -71.11124696)",42.36935738,-71.11124696,Mid-Cambridge
Birdie,Labrador Retriever,"(42.37792208, -71.14152297)",42.37792208,-71.14152297,West Cambridge
