Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked
Spencer,Lab Mix,"(42.38530466, -71.11674788)",42.38530466,-71.11674788
Spencer,Cocker Spaniel,"(42.36898217, -71.1092659)",42.36898217,-71.1092659
Spenser,German Shepherd,"(42.38008842, -71.13762316)",42.38008842,-71.13762316
Spenser,Labrador Retriever,"(42.38354688, -71.14026296)",42.38354688,-71.14026296
Sphinx,English Labrador,"(42.36302952, -71.10241739)",42.36302952,-71.10241739
Spice,Pit Bull,"(42.366853, -71.09761888)",42.366853,-71.09761888
Spice,Lab Retriever Mix,"(42.37859477, -71.12690472)",42.37859477,-71.12690472
Spice,Terr. Mix,"(42.39305959, -71.12268431)",42.39305959,-71.12268431
Spike,Shih Tzu,"(42.36984574, -71.09976887)",42.36984574,-71.09976887
Spike,Boxer,"(42.38882067, -71.11945738)",42.38882067,-71.11945738
Spike,Manchester Terrier,"(42.38046706, -71.14381814)",42.38046706,-71.14381814
Spike,Labrabor Retriever,"(42.36658294, -71.11179762)",42.36658294,-71.11179762
Spike,Chihuahua,"(42.36648221, -71.11363303)",42.36648221,-71.11363303
Spike,Mix,"(42.37861106, -71.15293354)",42.37861106,-71.15293354
Spirit,Siberian Husky,"(42.37705083, -71.1511301)",42.37705083,-71.1511301
Spot,Great Pyrenese,"(42.36442784, -71.10556248)",42.36442784,-71.10556248
Spotty,Rat Terrier Mix,"(42.37197018, -71.07444818)",42.37197018,-71.07444818
Spotty,Rat Terr,"(42.37069521, -71.07493015)",42.37069521,-71.07493015
Spray,Portuguese Water Dog,"(42.380876, -71.13737912)",42.380876,-71.13737912
Sputnik,Chihuahua Mix,"(42.36738002, -71.10822644)",42.36738002,-71.10822644
Squigee,Cockerpoo,"(42.38789688, -71.12614341)",42.38789688,-71.12614341
Stamford,Yorksire Terrier,"(42.39156843, -71.14545842)",42.39156843,-71.14545842
Stan,Cocker Spaniel,"(42.37965069, -71.14433767)",42.37965069,-71.14433767
Stanley,Shih Tzu,"(42.37743185, -71.14627968)",42.37743185,-71.14627968
Stanley,Jack Russel Terrier,"(42.3756994, -71.15022557)",42.3756994,-71.15022557
Stanley,Hound,"(42.36618273, -71.11094683)",42.36618273,-71.11094683
Stanley,Min Schnauzer,"(42.39721875, -71.13095368)",42.39721875,-71.13095368
Stanley,Shih Tzu Mix,"(42.3799717, -71.11986893)",42.3799717,-71.11986893
Stanley,Golden Retriever,"(42.36003883, -71.10062536)",42.36003883,-71.10062536
Star,Min Poodle,"(42.39821856, -71.13676269)",42.39821856,-71.13676269
Starbuck,Siberian Husky,"(42.36883326, -71.11025896)",42.36883326,-71.11025896
Starla,Labrador Retreiver,"(42.39436769, -71.13003829)",42.39436769,-71.13003829
Starla Marie,Siberian Husky,"(42.36556187, -71.09620295)",42.36556187,-71.09620295
Stasi,Doberman,"(42.37602294, -71.14551109)",42.37602294,-71.14551109
Stedman,Cockerpoo,"(42.37067534, -71.08517012)",42.37067534,-71.08517012
Stella,Border Collie Mix,"(42.38050821, -71.11586664)",42.38050821,-71.11586664
Stella,Shih Tzu,"(42.37604268, -71.14712301)",42.37604268,-71.14712301
Stella,Wheaton Terrier,"(42.36452384, -71.10997376)",42.36452384,-71.10997376
Stella,Brussels Griffon,"(42.38199276, -71.11408951)",42.38199276,-71.11408951
Stella,German Shep Mix,"(42.36311942, -71.10515244)",42.36311942,-71.10515244
Stella,Corgi Mix,"(42.37234755, -71.09575462)",42.37234755,-71.09575462
Stella,Australian Shepherd,"(42.38751428, -71.14028894)",42.38751428,-71.14028894
Stella,Samoyed,"(42.38927091, -71.12896604)",42.38927091,-71.12896604
Stella,Pug,"(42.37595368, -71.09587336)",42.37595368,-71.09587336
Stella,French Bulldog,"(42.37096032, -71.08195891)",42.37096032,-71.08195891
Stella,Schnoodle,"(42.38064425, -71.13984071)",42.38064425,-71.13984071
Stella,Morkie,"(42.39538652, -71.14640734)",42.39538652,-71.14640734
Stella,Cockerpoo,"(42.36709943, -71.10682091)",42.36709943,-71.10682091
Stella,Lab / Shep,"(42.36968429, -71.09539691)",42.36968429,-71.09539691
Stella,Pit Bull Mix,"(42.36699777, -71.09523541)",42.36699777,-71.09523541
Stella,Border Terr,"(42.38191803, -71.1414994)",42.38191803,-71.1414994
Stella Bella,Boxer,"(42.36918914, -71.08122136)",42.36918914,-71.08122136
Stella Kerr,French Bulldog,"(42.39121272, -71.14645565)",42.39121272,-71.14645565
Stella Violet,Beagle,"(42.38665703, -71.12391524)",42.38665703,-71.12391524
Stephen,Labrador Retreiver,"(42.36302884, -71.11505499)",42.36302884,-71.11505499
Stewart,Miniature Poodle,"(42.36822598, -71.10381172)",42.36822598,-71.10381172
Stewie,Pomeranian,"(42.36935107, -71.1008002)",42.36935107,-71.1008002
Stitch,Samoyed,"(42.36958551, -71.07429315)",42.36958551,-71.07429315
Stitch,English Bulldog,"(42.3866268, -71.12026804)",42.3866268,-71.12026804
Stitch,Chinook,"(42.38902266, -71.14370844)",42.38902266,-71.14370844
Stone,Pitbull Mix,"(42.35823814, -71.10807944)",42.35823814,-71.10807944
Storm,Terrier,"(42.3658073, -71.0985122)",42.3658073,-71.0985122
Strauss,Labrador Retreiver,"(42.37554184, -71.13256667)",42.37554184,-71.13256667
Strider,Border Collie,"(42.35977548, -71.11031645)",42.35977548,-71.11031645
Stringer,Labrador Retreiver,"(42.39533508, -71.14639058)",42.39533508,-71.14639058
Stuart Little,Dachshund,"(42.38187904, -71.13257193)",42.38187904,-71.13257193
Subotai,Chow,"(42.37756288, -71.1409238)",42.37756288,-71.1409238
Sugar,Chihuahua Mix,"(42.39259493, -71.13672631)",42.39259493,-71.13672631
Sugar,Labrador Retriever,"(42.39594081, -71.13210523)",42.39594081,-71.13210523
Sugar,Jack Russell Terrier,"(42.381293, -71.14285201)",42.381293,-71.14285201
Sugar,Terrier,"(42.39255533, -71.13733698)",42.39255533,-71.13733698
Sugar,Boston Terrier,"(42.36588799, -71.09282073)",42.36588799,-71.09282073
Sugar,Jrt,"(42.38071522, -71.14182689)",42.38071522,-71.14182689
Sugar,Boston Terrier,"(42.36432177, -71.09308952)",42.36432177,-71.09308952
Sugar Pie,Labrador Retreiver,"(42.3780423, -71.15231681)",42.3780423,-71.15231681
Sukey,LABRADOR RETREIVER,"(42.37759132, -71.13267714)",42.37759132,-71.13267714
Sully,Labrador Retreiver,"(42.38740779, -71.12543735)",42.38740779,-71.12543735
Sully,Golden Retriever,"(42.39558379, -71.1465014)",42.39558379,-71.1465014
Sully,Choc Lab,"(42.37732654, -71.13977567)",42.37732654,-71.13977567
Sully,Beagle,"(42.3556932, -71.10792387)",42.3556932,-71.10792387
Sultan,Labrador Retreiver,"(42.3744307, -71.12421102)",42.3744307,-71.12421102
Summer,Labrador Retreiver,"(42.36473742, -71.10364308)",42.36473742,-71.10364308
Sumner,Beagle,"(42.40037344, -71.1360399)",42.40037344,-71.1360399
Sumo,Pug,"(42.3692756, -71.11296696)",42.3692756,-71.11296696
Sunny,Labrador Ret,"(42.39224134, -71.12588038)",42.39224134,-71.12588038
Sunny,Boston Terrier,"(42.3584247, -71.11000489)",42.3584247,-71.11000489
Sunny,Terrier,"(42.37608862, -71.10897663)",42.37608862,-71.10897663
Sunny,Yorksire Terrier,"(42.36630249, -71.10996848)",42.36630249,-71.10996848
Sunny,Welsh Terrier,"(42.38500372, -71.1296397)",42.38500372,-71.1296397
Sunny,Chihuahua,"(42.36156791, -71.11242549)",42.36156791,-71.11242549
Sunny,Labradoddle,"(42.38116546, -71.13747749)",42.38116546,-71.13747749
Sunny,Mix,"(42.39339307, -71.12665887)",42.39339307,-71.12665887
Susie,Dachshund,"(42.39354135, -71.15647418)",42.39354135,-71.15647418
Susie,Border Collie,"(42.37615055, -71.15103782)",42.37615055,-71.15103782
Susie,Mix,"(42.38780849, -71.13988729)",42.38780849,-71.13988729
Sweet Dill Pickle,Pit Bull,"(42.36133193, -71.10427764)",42.36133193,-71.10427764
Sweet Dill Pickle,Pit Bull,"(42.3621425, -71.10417872)",42.3621425,-71.10417872
Sweetie,Beagle,"(42.3728978, -71.1264826)",42.3728978,-71.1264826
Sybil,Labrador Retriever X,"(42.37850331, -71.13897867)",42.37850331,-71.13897867
Sydney,Labradoddle,"(42.37826697, -71.14927007)",42.37826697,-71.14927007
Sydney,Welsh Springer Spaniel,"(42.37871265, -71.1225194)",42.37871265,-71.1225194
Sydney,Yorkshire Terrier,"(42.39366848, -71.14268293)",42.39366848,-71.14268293
Sydney,French Bulldog,"(42.36757424, -71.11364495)",42.36757424,-71.11364495
Sydney,Terrier,"(42.37301204, -71.09701167)",42.37301204,-71.09701167
Sydney,Labrador Retriever,"(42.37324098, -71.12353391)",42.37324098,-71.12353391
Sydney Salguero,Labraddoodle,"(42.37826199, -71.14888916)",42.37826199,-71.14888916
Sylvie,Manchester Terrier,"(42.38210093, -71.13703447)",42.38210093,-71.13703447
Sylvie,German Shepherd,"(42.39639088, -71.13047909)",42.39639088,-71.13047909
Taco,Cocker Spaniel,"(42.39358665, -71.12540567)",42.39358665,-71.12540567
Taffy,Kelpie,"(42.36865674, -71.10593929)",42.36865674,-71.10593929
Tagalong,Lab Mix,"(42.38464959, -71.13578432)",42.38464959,-71.13578432
Taigh,Labrador Retreiver,"(42.39462243, -71.1314308)",42.39462243,-71.1314308
Taj,German Shepherd,"(42.36595134, -71.09884903)",42.36595134,-71.09884903
Taji,Rhodesian Ridgeback,"(42.38051901, -71.14169413)",42.38051901,-71.14169413
Taji,English Bulldog,"(42.37344119, -71.10888406)",42.37344119,-71.10888406
Takibi,Shiba Inu,"(42.38109578, -71.12801187)",42.38109578,-71.12801187
Tak Tak,Border Collie,"(42.39627768, -71.13481667)",42.39627768,-71.13481667
Tak Tak,Border Collie,"(42.39726117, -71.13479079)",42.39726117,-71.13479079
Tala,Golden Doodle,"(42.36865197, -71.1084729)",42.36865197,-71.1084729
Tamarin,Tosa Inu,"(42.36314662, -71.09711869)",42.36314662,-71.09711869
Tammi,Shih Tzu,"(42.37309486, -71.09026192)",42.37309486,-71.09026192
Tandy,Heeler,"(42.38653043, -71.12632965)",42.38653043,-71.12632965
Tango,German Shepherd,"(42.37092724, -71.09635468)",42.37092724,-71.09635468
Tango-Raffles,Welsh Terrier,"(42.36258283, -71.07765655)",42.36258283,-71.07765655
Tank,German Shepherd,"(42.382035, -71.14043864)",42.382035,-71.14043864
Tank,Goldendoodle,"(42.37113913, -71.10335944)",42.37113913,-71.10335944
Tanner,Vizsla,"(42.39960392, -71.13270251)",42.39960392,-71.13270251
Tara,Bichon Frise,"(42.37391736, -71.10120619)",42.37391736,-71.10120619
Tara,Shih Tzu,"(42.36901331, -71.0849739)",42.36901331,-71.0849739
Tash,Labrador Retriever,"(42.37937054, -71.13825353)",42.37937054,-71.13825353
Tasha,Boston Terrier,"(42.38016223, -71.11181166)",42.38016223,-71.11181166
Tashi,Bhutan Mastiff,"(42.37020622, -71.07967003)",42.37020622,-71.07967003
Tashi,Lhasa Apso,"(42.38448395, -71.12215288)",42.38448395,-71.12215288
Tashi,Tibetan Terrier,"(42.37831572, -71.12414333)",42.37831572,-71.12414333
Tashi,Shih Tzu,"(42.38211565, -71.1352804)",42.38211565,-71.1352804
Tashmoo,Golden Doodle,"(42.36958677, -71.09512123)",42.36958677,-71.09512123
Tatanka,Toy Poodle,"(42.38329412, -71.13028294)",42.38329412,-71.13028294
Tatiana,Maltipoo,"(42.38539869, -71.13732548)",42.38539869,-71.13732548
Tatoo,Beagle,"(42.38318875, -71.11521433)",42.38318875,-71.11521433
Tatum,Norfolk Terrier,"(42.37597509, -71.14215495)",42.37597509,-71.14215495
Taxi,Cockerpoo,"(42.38025015, -71.15115784)",42.38025015,-71.15115784
Taylor,Labrador Retriever Mix,"(42.38465489, -71.13018276)",42.38465489,-71.13018276
Taz,Australian Terrier,"(42.39987681, -71.13582858)",42.39987681,-71.13582858
Taz,Australian Shepherd,"(42.35943321, -71.11115827)",42.35943321,-71.11115827
Taz,Australian Cattle Dog,"(42.38239571, -71.14448365)",42.38239571,-71.14448365
Taza,Collie,"(42.3727502, -71.12568807)",42.3727502,-71.12568807
Tazo,Australian Shepherd,"(42.37567446, -71.10963762)",42.37567446,-71.10963762
Tea-Leaf,Australian Shepherd,"(42.3917666, -71.14662509)",42.3917666,-71.14662509
Ted,West High Land Terrier,"(42.38949737, -71.14393301)",42.38949737,-71.14393301
Teddy,Cavalier King Charles Spaniel,"(42.37942304, -71.14515309)",42.37942304,-71.14515309
Teddy,Hound,"(42.37116689, -71.07894893)",42.37116689,-71.07894893
Teddy,Corgi,"(42.37356443, -71.10715548)",42.37356443,-71.10715548
Teddy,Jack Russel Mix,"(42.37070263, -71.07506721)",42.37070263,-71.07506721
Teddy,Malteepoo,"(42.37218495, -71.12326013)",42.37218495,-71.12326013
Teddy,Alaskan Klee Kai,"(42.39244431, -71.1454801)",42.39244431,-71.1454801
Teddy,Springer Spaniel,"(42.36197908, -71.10799134)",42.36197908,-71.10799134
Teddy,Miniature Labradoodle,"(42.38518104, -71.1295842)",42.38518104,-71.1295842
Teddy,Toy Poodle,"(42.35784147, -71.10742322)",42.35784147,-71.10742322
Teddy,Norfolk Terrier,"(42.37626665, -71.13587629)",42.37626665,-71.13587629
Teddy,Yorksire Terrier,"(42.37156479, -71.08619522)",42.37156479,-71.08619522
Teddy,Puggle,"(42.37193353, -71.0820515)",42.37193353,-71.0820515
Teddy,Terrier,"(42.36085145, -71.11101942)",42.36085145,-71.11101942
Teddy,Shih Tzu,"(42.37374999, -71.09503836)",42.37374999,-71.09503836
Teddy,Golden Doodle,"(42.39698154, -71.13303424)",42.39698154,-71.13303424
Teddy,Yorksire Terrier,"(42.36903025, -71.10117929)",42.36903025,-71.10117929
Teddy,Standard Poodle,"(42.35666322, -71.10986611)",42.35666322,-71.10986611
Teddy,Miniature Poodle,"(42.38663712, -71.12024475)",42.38663712,-71.12024475
Teddy,Yorkshire Terrier,"(42.37503209, -71.12897772)",42.37503209,-71.12897772
Teddy,Cockerpoo,"(42.36430982, -71.10918672)",42.36430982,-71.10918672
Tedy,Labrador Retriever,"(42.37759478, -71.12729024)",42.37759478,-71.12729024
Teeko,Beagle,"(42.38699216, -71.13075289)",42.38699216,-71.13075289
Tejka,Siberian Husky,"(42.37272731, -71.10183125)",42.37272731,-71.10183125
Teldra,Dachshund,"(42.36241673, -71.11250023)",42.36241673,-71.11250023
Tello,Poodle,"(42.37639502, -71.12820863)",42.37639502,-71.12820863
Tennessee,Corgi,"(42.37746781, -71.15184889)",42.37746781,-71.15184889
Tenoch,Chihuahua,"(42.36971788, -71.07130479)",42.36971788,-71.07130479
Tequila,Chihuahua,"(42.36729268, -71.09627816)",42.36729268,-71.09627816
Tesia,German Shorthair Pointer,"(42.3758165, -71.12267988)",42.3758165,-71.12267988
Tesla,Boston Terrier,"(42.38732034, -71.13553544)",42.38732034,-71.13553544
Tesla,Chow Chow Mix,"(42.37302441, -71.1115642)",42.37302441,-71.1115642
Tess,Hound,"(42.36207478, -71.10665015)",42.36207478,-71.10665015
Tess,TERR MX,"(42.38428154, -71.12985812)",42.38428154,-71.12985812
Tessa,Labradoodle,"(42.38965976, -71.12754951)",42.38965976,-71.12754951
Tex,Bernese Mountain Dog,"(42.36647676, -71.09487374)",42.36647676,-71.09487374
Thatcher,Labrador Retriever,"(42.38568549, -71.12144779)",42.38568549,-71.12144779
Thatcher,Labrador Retriever,"(42.36419836, -71.10750863)",42.36419836,-71.10750863
Thea,American Eskimo,"(42.38708317, -71.12429435)",42.38708317,-71.12429435
Thelma,Portuguese Water Dog,"(42.39126581, -71.13038597)",42.39126581,-71.13038597
Theo,English Springer Spaniel,"(42.38579987, -71.11942106)",42.38579987,-71.11942106
Theo,Black Lab Miix,"(42.37969259, -71.11935422)",42.37969259,-71.11935422
Theo,Portuguese Water Dog,"(42.38714072, -71.12118659)",42.38714072,-71.12118659
Theo,0,"(42.37585291, -71.12769962)",42.37585291,-71.12769962
Theo,Schnauzer X,"(42.36986257, -71.08265042)",42.36986257,-71.08265042
Theodore,Beagle,"(42.38876621, -71.14505618)",42.38876621,-71.14505618
Theodore,Tibetan Terrier,"(42.38653118, -71.13222915)",42.38653118,-71.13222915
Theodore,Cavalier King Charles Spaniel,"(42.38417145, -71.13404659)",42.38417145,-71.13404659
The Truff,Pointer,"(42.38562793, -71.12748188)",42.38562793,-71.12748188
Thisbe,Poodle,"(42.3745634, -71.10703548)",42.3745634,-71.10703548
Thistle,Terrier,"(42.39080432, -71.12510889)",42.39080432,-71.12510889
Thomas,Golden Retriever,"(42.35999411, -71.10624232)",42.35999411,-71.10624232
Thomas Jefferson,Minature Poodle,"(42.37901256, -71.15179338)",42.37901256,-71.15179338
Thor,Golden Retriever,"(42.36877939, -71.11577434)",42.36877939,-71.11577434
Thor,Samoyed,"(42.38457699, -71.11834895)",42.38457699,-71.11834895
Thumbelina,Dachshund,"(42.37190533, -71.10920916)",42.37190533,-71.10920916
Thunder,Labrador Retriever,"(42.36049788, -71.11049892)",42.36049788,-71.11049892
Thunderpaws,Labrador Retriever Mix,"(42.37442742, -71.09874907)",42.37442742,-71.09874907
Tia,Terrier Mix,"(42.35527807, -71.1116784)",42.35527807,-71.1116784
Tia,Labrador Retriever,"(42.38834816, -71.12686269)",42.38834816,-71.12686269
Tibby,Golden Retriever,"(42.38034868, -71.13662899)",42.38034868,-71.13662899
Tiberius,Labrador Retriever,"(42.36473113, -71.09875688)",42.36473113,-71.09875688
Tibor,Newfoundland,"(42.38719472, -71.12596911)",42.38719472,-71.12596911
Ticho,Miniature Dachshund,"(42.38082229, -71.14162697)",42.38082229,-71.14162697
Tie,Labrador Retriever Mix,"(42.36990084, -71.12059455)",42.36990084,-71.12059455
Tiger,Cockerpoo,"(42.37780374, -71.13027457)",42.37780374,-71.13027457
Tiger,Border Collie Lab Mix,"(42.39276846, -71.14571546)",42.39276846,-71.14571546
Tigeree,Miniature Schnauzer,"(42.36918801, -71.0947279)",42.36918801,-71.0947279
Tigris,Terrier Mix,"(42.3813168, -71.13637477)",42.3813168,-71.13637477
Tika,Mix,"(42.38505001, -71.13116164)",42.38505001,-71.13116164
Tikaani,Alaskan Malamute,"(42.37776764, -71.10855358)",42.37776764,-71.10855358
Tiki,Collie X,"(42.35729228, -71.11269866)",42.35729228,-71.11269866
Tillie,Cockerpoo,"(42.38592361, -71.11945225)",42.38592361,-71.11945225
Tillie,Boxer,"(42.36417216, -71.10906067)",42.36417216,-71.10906067
Tilly,Terrier,"(42.36836598, -71.0957119)",42.36836598,-71.0957119
Tilly,Mutt,"(42.39132808, -71.14655895)",42.39132808,-71.14655895
Tilly,Golden Doodle,"(42.3689074, -71.10749267)",42.3689074,-71.10749267
Tilly,Australian Cattle Dog,"(42.36983015, -71.11257043)",42.36983015,-71.11257043
Tilly,Cairn Terrier,"(42.37561584, -71.13708675)",42.37561584,-71.13708675
Timber,Beagle Mix,"(42.39901533, -71.1413588)",42.39901533,-71.1413588
Timmy,Foxhound,"(42.36968646, -71.0826567)",42.36968646,-71.0826567
Timmy,Golden Retreiver,"(42.37112414, -71.08878958)",42.37112414,-71.08878958
Timmy Tango,Labrador Retriever,"(42.36749742, -71.0979015)",42.36749742,-71.0979015
Tinker,Labradodle,"(42.38375337, -71.12942583)",42.38375337,-71.12942583
Tinker,Yorksire Terrier,"(42.37859434, -71.1544404)",42.37859434,-71.1544404
Tinkerbell,Labrador Retriever,"(42.3713274, -71.0992869)",42.3713274,-71.0992869
Tiny,Cattledog Mix,"(42.36864922, -71.11486025)",42.36864922,-71.11486025
Tiny,Feist,"(42.36500514, -71.1091117)",42.36500514,-71.1091117
Tip,Mix,"(42.37737927, -71.12531314)",42.37737927,-71.12531314
Tippi,Mixed,"(42.36984376, -71.10034673)",42.36984376,-71.10034673
Tipu Sultan,Standard Poodle,"(42.37547913, -71.130093)",42.37547913,-71.130093
Titan,Puggle,"(42.36289739, -71.10980348)",42.36289739,-71.10980348
Titan,Min-Pin Italian Greyhound,"(42.40020755, -71.15264454)",42.40020755,-71.15264454
Tito,French Bulldog,"(42.35716182, -71.11280326)",42.35716182,-71.11280326
Tito,Sato,"(42.36496382, -71.10411908)",42.36496382,-71.10411908
Titus,Mini Goldendoodle,"(42.35928483, -71.10505449)",42.35928483,-71.10505449
Tj,Cavalier King Charles Spaniel,"(42.3809687, -71.14305177)",42.3809687,-71.14305177
Tjapo,Golden Retriever,"(42.37269487, -71.1045136)",42.37269487,-71.1045136
Toaster,Miniature Schnauzer,"(42.37939213, -71.14240446)",42.37939213,-71.14240446
Tobe,Australian Shepherd,"(42.36349505, -71.11441143)",42.36349505,-71.11441143
Tobermory,Spitz,"(42.38323333, -71.13147659)",42.38323333,-71.13147659
Tobi,Shih Tzu,"(42.35622794, -71.09584307)",42.35622794,-71.09584307
Tobias,Miniature Poodle,"(42.39081605, -71.12112287)",42.39081605,-71.12112287
Tobie,Havanese,"(42.38955414, -71.12825588)",42.38955414,-71.12825588
Toby,Bichon-Poodle,"(42.39600912, -71.12924817)",42.39600912,-71.12924817
Toby,Yorksire Terrier,"(42.36745407, -71.10388933)",42.36745407,-71.10388933
Toby,Golden Retriever,"(42.39582317, -71.13372477)",42.39582317,-71.13372477
Toby,Bernese Mountain Dog,"(42.37501599, -71.12377684)",42.37501599,-71.12377684
Toby,Newfoundland,"(42.35683349, -71.10743319)",42.35683349,-71.10743319
Toby,Rat Terrier,"(42.37044623, -71.10751703)",42.37044623,-71.10751703
Toby,Lab Mix,"(42.37013681, -71.09489862)",42.37013681,-71.09489862
Toby,Golden Retriever,"(42.39435304, -71.13370571)",42.39435304,-71.13370571
Toby,Havaneese/Toy Poodle,"(42.37087828, -71.12416658)",42.37087828,-71.12416658
Toby,Lab Mix,"(42.37014833, -71.07437789)",42.37014833,-71.07437789
Toby,Yorkshire Terrier,"(42.36877914, -71.10436098)",42.36877914,-71.10436098
Toby,Lhasa Poo,"(42.36979016, -71.07133176)",42.36979016,-71.07133176
Toby,Boxer,"(42.39574282, -71.12907056)",42.39574282,-71.12907056
Toby,Poodle,"(42.3778131, -71.15161214)",42.3778131,-71.15161214
Toby,Shih Tzu Mix,"(42.37995219, -71.12472674)",42.37995219,-71.12472674
Toffy,Weimainer,"(42.36920068, -71.07393389)",42.36920068,-71.07393389
Toki,DACHSHUND CHIHUAHUA MIX,"(42.39499865, -71.15648364)",42.39499865,-71.15648364
Tomato,Corgi,"(42.39407126, -71.14710939)",42.39407126,-71.14710939
Tomi,Poodle,"(42.38776873, -71.12442648)",42.38776873,-71.12442648
Tommy,Chihuahua Mix,"(42.36125239, -71.10039478)",42.36125239,-71.10039478
Tommy,Mix,"(42.37135397, -71.11448029)",42.37135397,-71.11448029
Tommy,Long Hair Chihuahua,"(42.38387169, -71.13650154)",42.38387169,-71.13650154
Tommy,Collie,"(42.39651954, -71.13095949)",42.39651954,-71.13095949
Toni,Australian Shepherd,"(42.37000618, -71.10410366)",42.37000618,-71.10410366
Tonka,Boxer,"(42.37856967, -71.1070197)",42.37856967,-71.1070197
Tonka,Maltese,"(42.36981614, -71.08360056)",42.36981614,-71.08360056
Tonks,Springer,"(42.38863406, -71.12642429)",42.38863406,-71.12642429
Tony,Labrador Retriever,"(42.38856409, -71.14407838)",42.38856409,-71.14407838
Tootsie,Chihuahua Mix,"(42.3939412, -71.13128955)",42.3939412,-71.13128955
Topaz,German Shepherd,"(42.39082861, -71.12141372)",42.39082861,-71.12141372
Tori Faye,Chihuahua,"(42.35814466, -71.11262644)",42.35814466,-71.11262644
Tosca,Basset Hound,"(42.39206458, -71.14538999)",42.39206458,-71.14538999
Tosha,Border Collie,"(42.35969456, -71.11426586)",42.35969456,-71.11426586
Toto,Mix,"(42.37241552, -71.11322009)",42.37241552,-71.11322009
Totoro,Great Pyrenese,"(42.37127601, -71.09841603)",42.37127601,-71.09841603
Toulouse,Dachshund,"(42.37058329, -71.1032618)",42.37058329,-71.1032618
Toulouse,French Bulldog,"(42.36764972, -71.10912534)",42.36764972,-71.10912534
Trace,Labrador Retriever,"(42.39650571, -71.13251062)",42.39650571,-71.13251062
Trapper,Shetland Sheepdog,"(42.39902739, -71.13379201)",42.39902739,-71.13379201
Travis,Golden Retriever,"(42.39034476, -71.13947703)",42.39034476,-71.13947703
Travis,Terrier,"(42.37436447, -71.10766098)",42.37436447,-71.10766098
Treve,Border Collie,"(42.38093398, -71.12704277)",42.38093398,-71.12704277
Trevor,Frecnh Bulldog,"(42.36656576, -71.07839328)",42.36656576,-71.07839328
T Rex,Yorksire Terrier,"(42.36966766, -71.11246914)",42.36966766,-71.11246914
Triscuit,Sato,"(42.36499571, -71.10683013)",42.36499571,-71.10683013
Triscuit,Tibetan Terrier,"(42.37606103, -71.13272379)",42.37606103,-71.13272379
Trixie,Border Collie / Mix,"(42.36818081, -71.0922183)",42.36818081,-71.0922183
Trixie,Corgi,"(42.36857962, -71.08429736)",42.36857962,-71.08429736
Trixie,German Shepherd,"(42.3834867, -71.13529629)",42.3834867,-71.13529629
Trixie,Cavachon,"(42.39806074, -71.13667244)",42.39806074,-71.13667244
Trooper,Weimaramer,"(42.3685807, -71.11135741)",42.3685807,-71.11135741
Trooper,Labrador Retriever,"(42.36392176, -71.11034875)",42.36392176,-71.11034875
Trotsky,Terrier,"(42.3795044, -71.12495118)",42.3795044,-71.12495118
Trotter,Miniature Schnauzer,"(42.37063438, -71.11137065)",42.37063438,-71.11137065
Trudo,Yorkshire Terrier,"(42.3707622, -71.08563705)",42.3707622,-71.08563705
Trudy,Catahoula,"(42.37396893, -71.12601385)",42.37396893,-71.12601385
Trudy,Collie,"(42.37959882, -71.11191833)",42.37959882,-71.11191833
Truffle,French Bulldog,"(42.39034188, -71.1233331)",42.39034188,-71.1233331
Truman,Leonberger,"(42.36888384, -71.09893114)",42.36888384,-71.09893114
Truman,English Spriner Spaniel,"(42.38385646, -71.12217921)",42.38385646,-71.12217921
Truman Capote,Lhasa Apso Mix,"(42.37338259, -71.09110068)",42.37338259,-71.09110068
Trust,Golden Retriever,"(42.39462966, -71.15801077)",42.39462966,-71.15801077
Tuca,Sato,"(42.38445523, -71.13232944)",42.38445523,-71.13232944
Tuck,Catahoula,"(42.39188761, -71.1250154)",42.39188761,-71.1250154
Tucker,Beagle,"(42.38087908, -71.12238117)",42.38087908,-71.12238117
Tucker,Beagle,"(42.39000333, -71.12077596)",42.39000333,-71.12077596
Tucker,Golden Retriever,"(42.38322614, -71.12939045)",42.38322614,-71.12939045
Tucker,Labrador Retreiver,"(42.39619084, -71.13462164)",42.39619084,-71.13462164
Tucker,Terrier,"(42.37223691, -71.08957012)",42.37223691,-71.08957012
Tucker,Golden Retriever,"(42.38025643, -71.14419765)",42.38025643,-71.14419765
Tucker,Labrador Retriever,"(42.3706813, -71.09847789)",42.3706813,-71.09847789
Tucker,Golden Retriever,"(42.39799003, -71.13440354)",42.39799003,-71.13440354
Tucker,Golden Retreiver,"(42.37093067, -71.07247932)",42.37093067,-71.07247932
Tucker,Beagle Mix,"(42.39242019, -71.13294627)",42.39242019,-71.13294627
Tucker,Plott Hound,"(42.38521806, -71.13039634)",42.38521806,-71.13039634
Tucker Alvord,Golden Doodle Mini,"(42.38647006, -71.12699545)",42.38647006,-71.12699545
Tucker Worth,LABRADOR RETREIVER,"(42.36899083, -71.0944364)",42.36899083,-71.0944364
Tucky Sue,Golden Doodle,"(42.37777997, -71.14526383)",42.37777997,-71.14526383
Tuco,French Bulldog Mix,"(42.36666526, -71.08262332)",42.36666526,-71.08262332
Tuffie,Terrier,"(42.38218054, -71.1389198)",42.38218054,-71.1389198
Tui,Mix,"(42.37125005, -71.11016394)",42.37125005,-71.11016394
