Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked
Flower,Chihuahua Mix,"(42.36233714, -71.1067706)",42.36233714,-71.1067706
Floyd,Cockerpoo,"(42.36870256, -71.09364785)",42.36870256,-71.09364785
Fluffy,Pomeranian,"(42.36992974, -71.08363682)",42.36992974,-71.08363682
Fluffy,Pomeranian,"(42.36519752, -71.11424397)",42.36519752,-71.11424397
Fola Grall,Beagle/Spaniel,"(42.35796182, -71.11121312)",42.35796182,-71.11121312
Fonzie,Yorksire Terrier,"(42.37841067, -71.12523262)",42.37841067,-71.12523262
Foo Man Chew,Labrador Retriever,"(42.36000344, -71.10960829)",42.36000344,-71.10960829
Forest,Labrador Retriever,"(42.37420764, -71.10730227)",42.37420764,-71.10730227
Foster,Manchester Terrier,"(42.38083784, -71.11598302)",42.38083784,-71.11598302
Fox,Australian Cattle Dog Mix,"(42.38454495, -71.13395302)",42.38454495,-71.13395302
Fozzie,Chesapeake Bay Retriever,"(42.37726582, -71.11004285)",42.37726582,-71.11004285
Fozzy,Toy Poodle,"(42.36454771, -71.11358583)",42.36454771,-71.11358583
Francis,Jack Russell Terrier X,"(42.36838824, -71.08261617)",42.36838824,-71.08261617
Francis,Greyhound,"(42.36028684, -71.10726866)",42.36028684,-71.10726866
Francis,Bull Terrier,"(42.3709628, -71.0834159)",42.3709628,-71.0834159
Frankie,Mix,"(42.37971583, -71.14409429)",42.37971583,-71.14409429
Frankie,Pit Bull,"(42.37678313, -71.14875107)",42.37678313,-71.14875107
Frankie,German Shepherd,"(42.39789659, -71.13070581)",42.39789659,-71.13070581
Frankie,Golden Retriever,"(42.38152961, -71.12771257)",42.38152961,-71.12771257
Frankie,Beagle,"(42.39406682, -71.14707567)",42.39406682,-71.14707567
Franklin,Poodle,"(42.39212812, -71.12553171)",42.39212812,-71.12553171
Franklin,Coonhound Mix,"(42.3710426, -71.07219854)",42.3710426,-71.07219854
Franklin,French Buldog,"(42.36277025, -71.10402123)",42.36277025,-71.10402123
Franklin,Hound,"(42.36826715, -71.10974981)",42.36826715,-71.10974981
Franklin,French Bulldog,"(42.36441773, -71.10367145)",42.36441773,-71.10367145
Franklin,Pug,"(42.37027443, -71.08484017)",42.37027443,-71.08484017
Franklin,Bichon Frise,"(42.37368564, -71.08236726)",42.37368564,-71.08236726
Frannie,Chihuahua Mix,"(42.39155158, -71.14546477)",42.39155158,-71.14546477
Franny,Shep Mix,"(42.38773872, -71.12010482)",42.38773872,-71.12010482
Fred,Poodle,"(42.37640852, -71.14906315)",42.37640852,-71.14906315
Fred,Golden Retriever,"(42.39696544, -71.13388743)",42.39696544,-71.13388743
Fred,Sheepdog,"(42.37860802, -71.13291929)",42.37860802,-71.13291929
Fred,Chihuahua,"(42.37873985, -71.12112902)",42.37873985,-71.12112902
Fred,Chihuahua Mix,"(42.37832362, -71.12103114)",42.37832362,-71.12103114
Fred,Boxer,"(42.40068703, -71.13620557)",42.40068703,-71.13620557
Freddie,Basset Hound,"(42.38656092, -71.12750174)",42.38656092,-71.12750174
Freddie,Poodle,"(42.36748762, -71.10120143)",42.36748762,-71.10120143
Freddie Goodman,Labrador Retreiver,"(42.37794517, -71.13868941)",42.37794517,-71.13868941
Freddy,Labrador Retreiver,"(42.38592627, -71.1576159)",42.38592627,-71.1576159
Fredi,0,"(42.39097424, -71.12044309)",42.39097424,-71.12044309
Freya,Golden Doodle,"(42.37946555, -71.11291662)",42.37946555,-71.11291662
Freya,Labradoddle,"(42.38660609, -71.12274683)",42.38660609,-71.12274683
Freya,Mix,"(42.39051384, -71.1238992)",42.39051384,-71.1238992
Freya Amado,Golden Retriever,"(42.38984602, -71.1476422)",42.38984602,-71.1476422
Frida,Corgi,"(42.37521346, -71.10544975)",42.37521346,-71.10544975
Frida,Labrador Retriever,"(42.3776429, -71.14269728)",42.3776429,-71.14269728
Frida Marcantonio,Havanese,"(42.37264743, -71.12485536)",42.37264743,-71.12485536
Fudge,Golden Retriever,"(42.37739623, -71.11344203)",42.37739623,-71.11344203
Fufinha,Dachschund,"(42.36968032, -71.0939343)",42.36968032,-71.0939343
Fusilli,German Shepherd,"(42.39227413, -71.13013379)",42.39227413,-71.13013379
Fyodor,Miniature Schnauzer,"(42.3832423, -71.1167892)",42.3832423,-71.1167892
Gaby,Corgi Mix,"(42.38872458, -71.12108607)",42.38872458,-71.12108607
Gadget,Bassett Hound,"(42.39190751, -71.14675568)",42.39190751,-71.14675568
Gaiter,Welsh Terrier,"(42.39849476, -71.13014707)",42.39849476,-71.13014707
Galaxy,Boxer,"(42.3703087, -71.09618296)",42.3703087,-71.09618296
Gansett,Mix,"(42.39904156, -71.13613916)",42.39904156,-71.13613916
Garbanzo,Yorksire Terrier,"(42.36298652, -71.10813773)",42.36298652,-71.10813773
Garland,Labrador Retriever,"(42.37146606, -71.09661425)",42.37146606,-71.09661425
Gatsby,Labrador Retriever,"(42.37933686, -71.14455337)",42.37933686,-71.14455337
Gauge,Golden Doodle,"(42.37822778, -71.15007989)",42.37822778,-71.15007989
Geeta,Lab Mix,"(42.39660896, -71.13490275)",42.39660896,-71.13490275
Genghis,Chow Chow,"(42.37465256, -71.10473859)",42.37465256,-71.10473859
Genghis,Afghan Hound,"(42.36747605, -71.11052599)",42.36747605,-71.11052599
Geno,Pug X,"(42.40185719, -71.13409603)",42.40185719,-71.13409603
George,Miniature Poodle,"(42.37297956, -71.09385953)",42.37297956,-71.09385953
George,Bulldog,"(42.36931427, -71.07958051)",42.36931427,-71.07958051
George,Maltese,"(42.3933588, -71.13455516)",42.3933588,-71.13455516
George,Tibetan Terrier,"(42.36097955, -71.10800179)",42.36097955,-71.10800179
George,Chihuahua,"(42.3696826, -71.09496222)",42.3696826,-71.09496222
George,Saluki-Mix,"(42.38644651, -71.14009177)",42.38644651,-71.14009177
George,Yorkie Poo,"(42.37203867, -71.09407348)",42.37203867,-71.09407348
Georgette,Belgian Malinois,"(42.38595963, -71.12799494)",42.38595963,-71.12799494
Georgia,Labrador Retriever Mix,"(42.39109202, -71.12114997)",42.39109202,-71.12114997
Georgia,Labrador Retreiver,"(42.36985021, -71.10472658)",42.36985021,-71.10472658
Georgie,Australian Shepherd,"(42.37669128, -71.13219399)",42.37669128,-71.13219399
Georgie,Golden Retriever,"(42.38489125, -71.123984)",42.38489125,-71.123984
Georgie,Cocker Spaniel,"(42.3781055, -71.1553522)",42.3781055,-71.1553522
Georgie,Border Collie,"(42.37958212, -71.14410453)",42.37958212,-71.14410453
Gertie,Poodle,"(42.38672183, -71.13541198)",42.38672183,-71.13541198
Gertie,LABRADOR RETREIVER,"(42.36997615, -71.10772246)",42.36997615,-71.10772246
Gertrude,Great Dane,"(42.38245539, -71.1402826)",42.38245539,-71.1402826
Geyser,Cocker Spaniel,"(42.3819562, -71.13772322)",42.3819562,-71.13772322
Geyser,Cocker Spaniel,"(42.38060639, -71.13678819)",42.38060639,-71.13678819
G.G.,Labrador Retriever,"(42.37647146, -71.12796275)",42.37647146,-71.12796275
Ghost,German Sheherd,"(42.3916593, -71.14564231)",42.3916593,-71.14564231
Gia,Mix,"(42.37194816, -71.11125974)",42.37194816,-71.11125974
Gibson,Australian Shepherd,"(42.37442651, -71.10958442)",42.37442651,-71.10958442
Gidget,Cocker Spaniel,"(42.37109603, -71.09307721)",42.37109603,-71.09307721
Gigi,Chihuahua,"(42.37693722, -71.13796717)",42.37693722,-71.13796717
Gigi,Bichon Frise,"(42.36644561, -71.10636549)",42.36644561,-71.10636549
Gigi,Doberman,"(42.37619221, -71.14414617)",42.37619221,-71.14414617
Gigi,Miniature Poodle,"(42.38440996, -71.13659777)",42.38440996,-71.13659777
Gigi,Shep,"(42.37846943, -71.13142676)",42.37846943,-71.13142676
Gil,Feist Mix,"(42.39120085, -71.14570253)",42.39120085,-71.14570253
Gila,Sheltie,"(42.38231156, -71.13080395)",42.38231156,-71.13080395
Gilbert,Wheaton Terrier,"(42.4006141, -71.13116318)",42.4006141,-71.13116318
Giles,Cocker Spaniel,"(42.36199579, -71.10954119)",42.36199579,-71.10954119
Giles,Chi Hua Hua Mix,"(42.38488616, -71.1411776)",42.38488616,-71.1411776
Gilly,English Cocker,"(42.38622689, -71.13425411)",42.38622689,-71.13425411
Gimli,Boston Terr,"(42.39986884, -71.1339066)",42.39986884,-71.1339066
Gimli Hunnewell,LABRADOR RETREIVER,"(42.38364413, -71.13452997)",42.38364413,-71.13452997
Ginger,Beagle Mix,"(42.3662833, -71.11382836)",42.3662833,-71.11382836
Ginger,Labrador Retriever,"(42.38894857, -71.12166808)",42.38894857,-71.12166808
Ginger,Cockerpoo,"(42.37413741, -71.09005148)",42.37413741,-71.09005148
Ginger,Golden Doodle,"(42.37353211, -71.08956038)",42.37353211,-71.08956038
Ginger,Pug,"(42.36994382, -71.08271478)",42.36994382,-71.08271478
Ginger,Cattle Dog,"(42.38100966, -71.1426497)",42.38100966,-71.1426497
Ginger,Terrier,"(42.37846743, -71.10874736)",42.37846743,-71.10874736
Ginger,Cocka Poo,"(42.36017522, -71.10163571)",42.36017522,-71.10163571
Ginger,Spitz Mix,"(42.3827438, -71.13717908)",42.3827438,-71.13717908
Ginger,Golden Doodle,"(42.37824471, -71.15107092)",42.37824471,-71.15107092
Ginger,Boxer,"(42.40064721, -71.13483556)",42.40064721,-71.13483556
Ginger,German Shepherd Dog,"(42.3691115, -71.08119865)",42.3691115,-71.08119865
Ginger,Beagle X,"(42.36341625, -71.11041632)",42.36341625,-71.11041632
Ginger,German Shepherd,"(42.36808068, -71.08096167)",42.36808068,-71.08096167
Ginger,Wheaton Terrier,"(42.38636024, -71.12968241)",42.38636024,-71.12968241
Ginny,English Pointer,"(42.37419193, -71.10266549)",42.37419193,-71.10266549
Gio,Pharoah Hound,"(42.36324781, -71.10992909)",42.36324781,-71.10992909
Gisli,Australian Cattle Dog,"(42.3666423, -71.08377382)",42.3666423,-71.08377382
Gitana,Borzoi,"(42.37918467, -71.12739036)",42.37918467,-71.12739036
Gizmo,Cairn Terrier,"(42.37564248, -71.13209862)",42.37564248,-71.13209862
Gizmo,Papillion,"(42.36046303, -71.10723594)",42.36046303,-71.10723594
Glen Campbell,American Bulldog,"(42.38908885, -71.1227258)",42.38908885,-71.1227258
Glitch,Australian Shepherd,"(42.36864014, -71.10534403)",42.36864014,-71.10534403
Gloria,West Highland White Terrier,"(42.38370533, -71.1355341)",42.38370533,-71.1355341
Gnocchi,Belgian Malinois,"(42.39170258, -71.1298528)",42.39170258,-71.1298528
Gnocchi,Husky,"(42.38589979, -71.13299701)",42.38589979,-71.13299701
Gobi,Mixed,"(42.37857121, -71.14565186)",42.37857121,-71.14565186
Godot,Tibetan Terrier,"(42.3962702, -71.12798713)",42.3962702,-71.12798713
Golda,Terrier,"(42.39082449, -71.13702328)",42.39082449,-71.13702328
Golden,Brittany Spaniel,"(42.3853705, -71.1280433)",42.3853705,-71.1280433
Golden,Cairn Terrier,"(42.38232179, -71.13757933)",42.38232179,-71.13757933
Goliath,Poodle,"(42.39118986, -71.15502596)",42.39118986,-71.15502596
Goma,Shiba Inu,"(42.3683204, -71.07320943)",42.3683204,-71.07320943
Goodwin,Jack Russell Terr Mix,"(42.3857012, -71.11935652)",42.3857012,-71.11935652
Goofy,Saluki-Mix,"(42.39176149, -71.14673847)",42.39176149,-71.14673847
Google,Labrador Retreiver,"(42.38125071, -71.1200176)",42.38125071,-71.1200176
Gordo,Pug,"(42.37956239, -71.15391777)",42.37956239,-71.15391777
Goya,Old English Bull Dog,"(42.38453383, -71.1178084)",42.38453383,-71.1178084
Grace,Miniature Poodle,"(42.38520125, -71.12762412)",42.38520125,-71.12762412
Grace,Great Dane,"(42.38169971, -71.11350024)",42.38169971,-71.11350024
Grace,Hound,"(42.38468045, -71.13158412)",42.38468045,-71.13158412
Gracie,Golden Doodle,"(42.37072437, -71.11351062)",42.37072437,-71.11351062
Gracie,Labrador Retriever,"(42.38192073, -71.12315118)",42.38192073,-71.12315118
Gracie,Labrador Retriever/Golden Mix,"(42.3559273, -71.10768391)",42.3559273,-71.10768391
Gracie,Miniature Australian Shepherd,"(42.36079743, -71.10927799)",42.36079743,-71.10927799
Gracie,German Shepherd Mix,"(42.36695276, -71.10978319)",42.36695276,-71.10978319
Gracie,Labrador Retriever,"(42.39536439, -71.13257857)",42.39536439,-71.13257857
Gracie,Labrador Retriever,"(42.37324672, -71.1016266)",42.37324672,-71.1016266
Gracie,Mix,"(42.38104334, -71.13998204)",42.38104334,-71.13998204
Gracie,Labrador Retreiver,"(42.38619631, -71.12469563)",42.38619631,-71.12469563
Gracie,Yorkshire Terrier,"(42.38364338, -71.1331658)",42.38364338,-71.1331658
Gracie,Sheltie,"(42.38416688, -71.12930603)",42.38416688,-71.12930603
Gracie,Labrabor Retriever,"(42.3827435, -71.13755108)",42.3827435,-71.13755108
Gracie,0,"(42.38459598, -71.13289053)",42.38459598,-71.13289053
Gracie,Maltipoo,"(42.36930959, -71.09757061)",42.36930959,-71.09757061
Gracie,Woodle,"(42.37524738, -71.10938709)",42.37524738,-71.10938709
Gracie,Brittany Spaniel,"(42.38144872, -71.13712073)",42.38144872,-71.13712073
Gracie,Labrador Retreiver,"(42.37050465, -71.10281305)",42.37050465,-71.10281305
Gracie Irene,Scottish Terrier,"(42.36316203, -71.08313521)",42.36316203,-71.08313521
Gracie Irene,Scottish Terrier,"(42.3647326, -71.08385454)",42.3647326,-71.08385454
Gracie Krum,"Goldendoodle, Mini","(42.36175316, -71.10735976)",42.36175316,-71.10735976
Grady,Beagle,"(42.37225329, -71.08381992)",42.37225329,-71.08381992
Gram,Hound Mix,"(42.38502328, -71.13526201)",42.38502328,-71.13526201
Gramsci,Terrier,"(42.37304022, -71.09567503)",42.37304022,-71.09567503
Gregor Ford Bacon,Longhair Dachshund,"(42.37879183, -71.12235672)",42.37879183,-71.12235672
Gremlin,Shih Poo,"(42.36946134, -71.07260921)",42.36946134,-71.07260921
Greta,Gsd,"(42.36521359, -71.08389153)",42.36521359,-71.08389153
Greta,Pit Bull,"(42.39749724, -71.13232088)",42.39749724,-71.13232088
Griffin,Spaniel,"(42.37643787, -71.12494192)",42.37643787,-71.12494192
Griffin,Scottish Terrier,"(42.38996143, -71.13470863)",42.38996143,-71.13470863
Griffin,Lhasa Apso,"(42.39163917, -71.13236587)",42.39163917,-71.13236587
Griffy,Spinone,"(42.37741457, -71.14046525)",42.37741457,-71.14046525
Grizz,New Foundlander,"(42.37127517, -71.10819537)",42.37127517,-71.10819537
Grizz,German Shorthaired Pointer,"(42.36801156, -71.10822596)",42.36801156,-71.10822596
Gromit,Beagle,"(42.37822445, -71.10906064)",42.37822445,-71.10906064
Gronk,Lab / Shep,"(42.37008397, -71.08645053)",42.37008397,-71.08645053
Gruff,Jack Russell Terrier,"(42.36551245, -71.09214914)",42.36551245,-71.09214914
Gruffydd,Sheltie,"(42.36570616, -71.09386171)",42.36570616,-71.09386171
Gryphon,Schnauzer,"(42.38747952, -71.12105265)",42.38747952,-71.12105265
Guava,Pug,"(42.36835337, -71.10334799)",42.36835337,-71.10334799
Guinness,Labrador Retreiver,"(42.39494699, -71.1559036)",42.39494699,-71.1559036
Guinness,Labrador Retriever Mix,"(42.37637084, -71.1429511)",42.37637084,-71.1429511
Guinness,HAVANESE,"(42.39425655, -71.13688996)",42.39425655,-71.13688996
Guinness Wildman,Mix,"(42.39688829, -71.13384877)",42.39688829,-71.13384877
Gumbo,Cattle Dog Mix,"(42.3672921, -71.1066105)",42.3672921,-71.1066105
Gummi Bear,Cockerpoo,"(42.37642053, -71.15003393)",42.37642053,-71.15003393
Gunner,German Shorthair Pointer,"(42.40071963, -71.13441909)",42.40071963,-71.13441909
Gunner,Cocker Spaniel,"(42.40265202, -71.13544395)",42.40265202,-71.13544395
Gunther,German Shepherd,"(42.36331945, -71.11305818)",42.36331945,-71.11305818
Gus,Terrier,"(42.39515218, -71.1312828)",42.39515218,-71.1312828
Gus,West Highland White Terrier,"(42.37190996, -71.10947982)",42.37190996,-71.10947982
Gus,Shetland Sheepdog,"(42.35562369, -71.10690815)",42.35562369,-71.10690815
Gus,Poodle,"(42.38292314, -71.13679374)",42.38292314,-71.13679374
Gus,Bernese Mountain Dog,"(42.3766064, -71.1322488)",42.3766064,-71.1322488
Gus,Cockerpoo,"(42.37132942, -71.10622901)",42.37132942,-71.10622901
Gus,Tibetan Spaniel,"(42.37250097, -71.11000681)",42.37250097,-71.11000681
Gus,Pomeranian,"(42.38726082, -71.12967196)",42.38726082,-71.12967196
Gus,Lab Basset Mix,"(42.36281649, -71.11306484)",42.36281649,-71.11306484
Gus,Shih Tzu Mix,"(42.36636451, -71.10967922)",42.36636451,-71.10967922
Gus,Labrador Retreiver,"(42.37516193, -71.14612037)",42.37516193,-71.14612037
Gus,French Bulldog,"(42.35673811, -71.11107739)",42.35673811,-71.11107739
Gussy,Boxer,"(42.3761717, -71.15454045)",42.3761717,-71.15454045
Gustave,Labrador Retriever,"(42.36697835, -71.09379302)",42.36697835,-71.09379302
Guthrey,0,"(42.37140111, -71.09911016)",42.37140111,-71.09911016
Gyoza,Boston Terrier,"(42.37076459, -71.07962795)",42.37076459,-71.07962795
Gypsy,Labrador Retriever,"(42.37512283, -71.13136873)",42.37512283,-71.13136873
Habanero,Australian Cattle Dog Mix,"(42.36379246, -71.11035694)",42.36379246,-71.11035694
Haddie,Manchester Terrier,"(42.38409862, -71.11912876)",42.38409862,-71.11912876
Hailey,Dachshund,"(42.36360114, -71.11319005)",42.36360114,-71.11319005
Hailey,Hound / Lab Mix,"(42.38410957, -71.13414092)",42.38410957,-71.13414092
Haku,Mix,"(42.3739894, -71.09091727)",42.3739894,-71.09091727
Haley,Labrador Retriever,"(42.37117893, -71.11507911)",42.37117893,-71.11507911
Halle,Geman Shepard,"(42.39968675, -71.1287017)",42.39968675,-71.1287017
Hallie,Mix,"(42.38186309, -71.14102122)",42.38186309,-71.14102122
Hallie,Havanese,"(42.37214719, -71.11094952)",42.37214719,-71.11094952
Hamish,Labrador Retreiver,"(42.39088065, -71.15686047)",42.39088065,-71.15686047
Hamish,Beagle X,"(42.37176693, -71.07923309)",42.37176693,-71.07923309
Hamlet,Bernese Mountain Dog,"(42.38454808, -71.13396609)",42.38454808,-71.13396609
Hamza,Samoyed,"(42.38625604, -71.12661342)",42.38625604,-71.12661342
Hana,Chihuahua Mix,"(42.38064873, -71.15242053)",42.38064873,-71.15242053
Hana,Australian Shepherd,"(42.37160737, -71.0737467)",42.37160737,-71.0737467
Hana,Chihuahua,"(42.38065103, -71.15324119)",42.38065103,-71.15324119
Hancock,Red Nose Pit Bull,"(42.39949563, -71.13366488)",42.39949563,-71.13366488
Hank,Boston Terrier,"(42.39615007, -71.1477259)",42.39615007,-71.1477259
Hank,Brittany Spaniel,"(42.37102455, -71.08834901)",42.37102455,-71.08834901
Hank,English Lab,"(42.39392128, -71.12568139)",42.39392128,-71.12568139
Hanna,Terrier Mix,"(42.37398276, -71.13303024)",42.37398276,-71.13303024
Hanna,Cocker Spaniel,"(42.38520852, -71.12406498)",42.38520852,-71.12406498
Hanna,Cocker Spaniel,"(42.38276644, -71.12413976)",42.38276644,-71.12413976
Hannah,German Shepherd/Lab,"(42.3690498, -71.10449768)",42.3690498,-71.10449768
Hannah,Wheaten Terrier,"(42.36517807, -71.09751151)",42.36517807,-71.09751151
Hans,Gsd,"(42.36798562, -71.07379791)",42.36798562,-71.07379791
Hapi,Mix,"(42.3816365, -71.1145853)",42.3816365,-71.1145853
Hapi,Labrador Retriever,"(42.37124896, -71.10036164)",42.37124896,-71.10036164
Haplo,Kelpie,"(42.36748672, -71.08368031)",42.36748672,-71.08368031
Haplo,Chow,"(42.3975049, -71.13165035)",42.3975049,-71.13165035
Happy,Terrier,"(42.3866461, -71.13696287)",42.3866461,-71.13696287
Happy,Mix,"(42.3782432, -71.14400718)",42.3782432,-71.14400718
Happy,Jack Russel Terrier,"(42.36549433, -71.11048915)",42.36549433,-71.11048915
Harbor,Golden Doodle,"(42.38421903, -71.11405238)",42.38421903,-71.11405238
Harck,Great Pyrenees Mix,"(42.36992301, -71.08168508)",42.36992301,-71.08168508
Hardy,Beagle Mix,"(42.3749087, -71.14317261)",42.3749087,-71.14317261
Harley,Old English Sheepdog,"(42.37531287, -71.10833543)",42.37531287,-71.10833543
Harper,Labrador Retriever,"(42.39156674, -71.13242584)",42.39156674,-71.13242584
Harper,American Eskimo Spitz,"(42.3766656, -71.11079539)",42.3766656,-71.11079539
Harper,Labrador Retriver,"(42.36727487, -71.11079051)",42.36727487,-71.11079051
Harriet,Jack Russell/Corgi,"(42.37700782, -71.14658571)",42.37700782,-71.14658571
Harrison,Poodle,"(42.37178438, -71.11446136)",42.37178438,-71.11446136
Harry,Bearded Collie,"(42.3948197, -71.13407868)",42.3948197,-71.13407868
Harry,Dachshund,"(42.38198711, -71.13308702)",42.38198711,-71.13308702
Harry,Terrier,"(42.36731392, -71.0968398)",42.36731392,-71.0968398
Harry,Lakeland Terrier,"(42.3815016, -71.12132045)",42.3815016,-71.12132045
Harry,Yorksire Terrier,"(42.38500992, -71.12182035)",42.38500992,-71.12182035
Harry,Yorkie Poo,"(42.36566412, -71.09388053)",42.36566412,-71.09388053
Harry,Miniature Dachshund,"(42.38459007, -71.11866686)",42.38459007,-71.11866686
Harry,Dachshund,"(42.36297053, -71.11126773)",42.36297053,-71.11126773
Harry,Sheep Dog,"(42.3788677, -71.13408955)",42.3788677,-71.13408955
Harry,Leonberger,"(42.37031421, -71.0997854)",42.37031421,-71.0997854
Harry,Australian Terrier,"(42.37714151, -71.13168355)",42.37714151,-71.13168355
Harvey,Cockapoo,"(42.36689474, -71.10483247)",42.36689474,-71.10483247
Harvey,Poodle,"(42.38074234, -71.15275348)",42.38074234,-71.15275348
Harvey,Miniature Pinscher,"(42.38537992, -71.13109018)",42.38537992,-71.13109018
Harvey,Labrador Retreiver,"(42.3962459, -71.13171037)",42.3962459,-71.13171037
Hatsy Marmalade,Boston Terrier,"(42.38158409, -71.14082209)",42.38158409,-71.14082209
Hattie,Labrador Retreiver,"(42.35766032, -71.11235449)",42.35766032,-71.11235449
Hawkeye,Labrador Retriever,"(42.3807924, -71.12060174)",42.3807924,-71.12060174
Haze,Pit Bull,"(42.39416057, -71.13143295)",42.39416057,-71.13143295
